DisplayMFL,DisplayFacilityName,DisplaySubcounty,DisplayCounty,DisplayMechanism,DisplayAgency,UploadStatus,UploadDate,Upload_monthYear,SiteCode,MPI_SiteCode,UploadDate_MPI,Upload_monthYear_MPI
10739,Mt Kenya Sub-County Hospital,Nyeri Central,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,10739,10739,04/01/2021,Apr-21
10739,Mt Kenya Sub-County Hospital,Nyeri Central,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/10/2020,Dec-20,10739,10739,12/10/2020,Dec-20
10739,Mt Kenya Sub-County Hospital,Nyeri Central,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,02/03/2021,Feb-21,10739,NULL,NULL,NULL
10739,Mt Kenya Sub-County Hospital,Nyeri Central,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,09/03/2020,Sep-20,10739,10739,09/03/2020,Sep-20
10739,Mt Kenya Sub-County Hospital,Nyeri Central,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,10739,10739,06/02/2021,Jun-21
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,03/04/2021,Mar-21,10744,NULL,NULL,NULL
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/05/2020,Aug-20,10744,NULL,NULL,NULL
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,10744,10744,05/03/2021,May-21
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/02/2020,Sep-20,10744,NULL,NULL,NULL
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/15/2020,Dec-20,10744,10744,12/15/2020,Dec-20
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,10/02/2020,Oct-20,10744,NULL,NULL,NULL
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/04/2020,Jun-20,10744,NULL,NULL,NULL
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,10744,10744,02/04/2021,Feb-21
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/03/2020,Nov-20,10744,NULL,NULL,NULL
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,10744,10744,04/01/2021,Apr-21
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/07/2021,Jun-21,10744,10744,06/07/2021,Jun-21
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/03/2020,Jul-20,10744,NULL,NULL,NULL
10744,Mugeka Dispensary,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/08/2021,Jan-21,10744,10744,01/08/2021,Jan-21
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,10750,10750,05/04/2021,May-21
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/30/2020,Jun-20,10750,10750,06/30/2020,Jun-20
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/07/2021,Jan-21,10750,10750,01/07/2021,Jan-21
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/03/2020,Jul-20,10750,NULL,NULL,NULL
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/04/2021,Jun-21,10750,10750,06/04/2021,Jun-21
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,03/01/2021,Mar-21,10750,NULL,NULL,NULL
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,09/09/2020,Sep-20,10750,10750,09/09/2020,Sep-20
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,10/06/2020,Oct-20,10750,10750,10/06/2020,Oct-20
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,04/01/2021,Apr-21,10750,NULL,NULL,NULL
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,10750,10750,02/03/2021,Feb-21
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/12/2020,Nov-20,10750,NULL,NULL,NULL
10750,Mother Elizabeth Mugunda Dispensary,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,08/10/2020,Aug-20,10750,10750,08/10/2020,Aug-20
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/07/2021,Jan-21,10763,10763,01/07/2021,Jan-21
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/05/2020,Jun-20,10763,NULL,NULL,NULL
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,10763,10763,05/03/2021,May-21
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,11/17/2020,Nov-20,10763,10763,11/17/2020,Nov-20
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,10/08/2020,Oct-20,10763,NULL,NULL,NULL
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,10763,10763,02/04/2021,Feb-21
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/06/2020,Jul-20,10763,NULL,NULL,NULL
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/04/2021,Mar-21,10763,10763,03/04/2021,Mar-21
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/10/2020,Sep-20,10763,NULL,NULL,NULL
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/05/2021,Apr-21,10763,10763,04/05/2021,Apr-21
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/03/2020,Aug-20,10763,NULL,NULL,NULL
10763,Mukurweini District Hospital,Mukurweini,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/01/2021,Jun-21,10763,10763,06/01/2021,Jun-21
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/06/2021,May-21,10765,10765,05/06/2021,May-21
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,01/12/2021,Jan-21,10765,NULL,NULL,NULL
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,11/09/2020,Nov-20,10765,10765,11/09/2020,Nov-20
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,12/03/2020,Dec-20,10765,NULL,NULL,NULL
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,08/05/2020,Aug-20,10765,10765,08/05/2020,Aug-20
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/03/2021,Jun-21,10765,10765,06/03/2021,Jun-21
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,07/08/2020,Jul-20,10765,10765,07/08/2020,Jul-20
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,10/05/2020,Oct-20,10765,10765,10/05/2020,Oct-20
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,04/06/2021,Apr-21,10765,NULL,NULL,NULL
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/19/2021,Feb-21,10765,10765,02/19/2021,Feb-21
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Only Care & Treatment Uploaded,03/09/2021,Mar-21,10765,NULL,NULL,NULL
10765,St Mulumba Mission Hospital,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,09/04/2020,Sep-20,10765,10765,09/04/2020,Sep-20
10774,Munyu Health Centre,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/10/2021,Feb-21,10774,10774,02/10/2021,Feb-21
10774,Munyu Health Centre,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,08/12/2020,Aug-20,10774,10774,08/12/2020,Aug-20
10774,Munyu Health Centre,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,10/14/2020,Oct-20,10774,10774,10/14/2020,Oct-20
10774,Munyu Health Centre,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/03/2021,Jun-21,10774,10774,06/03/2021,Jun-21
10774,Munyu Health Centre,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,07/09/2020,Jul-20,10774,10774,07/09/2020,Jul-20
10774,Munyu Health Centre,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,09/17/2020,Sep-20,10774,10774,09/17/2020,Sep-20
10774,Munyu Health Centre,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/07/2021,May-21,10774,10774,05/07/2021,May-21
10774,Munyu Health Centre,Thika Town,KIAMBU,UON CRISSP PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/26/2020,Jun-20,10774,10774,06/26/2020,Jun-20
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/04/2021,Mar-21,10777,10777,03/04/2021,Mar-21
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,10/06/2020,Oct-20,10777,10777,10/06/2020,Oct-20
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/02/2020,Sep-20,10777,NULL,NULL,NULL
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/09/2020,Jun-20,10777,NULL,NULL,NULL
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,01/10/2021,Jan-21,10777,NULL,NULL,NULL
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/03/2020,Jul-20,10777,NULL,NULL,NULL
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/02/2021,Apr-21,10777,10777,04/02/2021,Apr-21
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,10777,10777,02/04/2021,Feb-21
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/04/2020,Nov-20,10777,NULL,NULL,NULL
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/08/2020,Dec-20,10777,10777,12/08/2020,Dec-20
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,10777,10777,05/04/2021,May-21
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/03/2021,Jun-21,10777,10777,06/03/2021,Jun-21
10777,Murang'a District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/04/2020,Aug-20,10777,NULL,NULL,NULL
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,10/07/2020,Oct-20,10782,10782,10/07/2020,Oct-20
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/04/2021,Mar-21,10782,10782,03/04/2021,Mar-21
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/02/2020,Sep-20,10782,NULL,NULL,NULL
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,12/09/2020,Dec-20,10782,NULL,NULL,NULL
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/05/2020,Aug-20,10782,NULL,NULL,NULL
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,05/10/2021,May-21,10782,NULL,NULL,NULL
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/06/2021,Apr-21,10782,10782,04/06/2021,Apr-21
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/02/2020,Jul-20,10782,NULL,NULL,NULL
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/06/2021,Jan-21,10782,10782,01/06/2021,Jan-21
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/08/2020,Jun-20,10782,NULL,NULL,NULL
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,02/04/2021,Feb-21,10782,NULL,NULL,NULL
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/05/2020,Nov-20,10782,NULL,NULL,NULL
10782,Muriranjas Sub-District Hospital,Kiharu,MURANG'A,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/04/2021,Jun-21,10782,10782,06/04/2021,Jun-21
10786,Murungaru Health Centre,Kinangop,NYANDARUA,AFYA JIJINI,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/06/2021,Jan-21,10786,10786,01/06/2021,Jan-21
10786,Murungaru Health Centre,Kinangop,NYANDARUA,AFYA JIJINI,USAID,Only Care & Treatment Uploaded,09/15/2020,Sep-20,10786,NULL,NULL,NULL
10786,Murungaru Health Centre,Kinangop,NYANDARUA,AFYA JIJINI,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/02/2020,Oct-20,10786,10786,10/02/2020,Oct-20
10786,Murungaru Health Centre,Kinangop,NYANDARUA,AFYA JIJINI,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/09/2021,Jun-21,10786,10786,06/09/2021,Jun-21
10786,Murungaru Health Centre,Kinangop,NYANDARUA,AFYA JIJINI,USAID,Only Care & Treatment Uploaded,06/16/2020,Jun-20,10786,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,08/05/2020,Aug-20,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,01/05/2021,Jan-21,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,03/01/2021,Mar-21,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,09/03/2020,Sep-20,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,04/05/2021,Apr-21,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,10/04/2020,Oct-20,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,12/03/2020,Dec-20,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,06/09/2020,Jun-20,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,10808,10808,05/03/2021,May-21
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,11/03/2020,Nov-20,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,06/02/2021,Jun-21,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,07/03/2020,Jul-20,10808,NULL,NULL,NULL
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Kirinyaga North/Mwea West,KIRINYAGA,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,02/09/2021,Feb-21,10808,NULL,NULL,NULL
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/08/2020,Jun-20,10809,NULL,NULL,NULL
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/09/2020,Dec-20,10809,10809,12/09/2020,Dec-20
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,07/10/2020,Jul-20,10809,10809,07/10/2020,Jul-20
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/05/2021,Apr-21,10809,10809,04/05/2021,Apr-21
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,10/06/2020,Oct-20,10809,NULL,NULL,NULL
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/12/2021,Jan-21,10809,10809,01/12/2021,Jan-21
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,08/12/2020,Aug-20,10809,10809,08/12/2020,Aug-20
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/03/2021,Jun-21,10809,10809,06/03/2021,Jun-21
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/09/2020,Nov-20,10809,NULL,NULL,NULL
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,10809,10809,02/04/2021,Feb-21
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,09/04/2020,Sep-20,10809,10809,09/04/2020,Sep-20
10809,Mweiga Health Centre,Kieni West,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,10809,10809,05/04/2021,May-21
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,03/01/2021,Mar-21,10820,NULL,NULL,NULL
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/03/2020,Jun-20,10820,NULL,NULL,NULL
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,01/07/2021,Jan-21,10820,10820,01/07/2021,Jan-21
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,10820,10820,02/04/2021,Feb-21
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/08/2020,Aug-20,10820,NULL,NULL,NULL
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,10/04/2020,Oct-20,10820,NULL,NULL,NULL
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,04/01/2021,Apr-21,10820,NULL,NULL,NULL
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,10820,10820,06/02/2021,Jun-21
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/15/2020,Sep-20,10820,NULL,NULL,NULL
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/03/2020,Jul-20,10820,NULL,NULL,NULL
10820,Nandarasi Dispensary,Kinangop,NYANDARUA,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,10820,10820,05/03/2021,May-21
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,03/05/2021,Mar-21,10822,NULL,NULL,NULL
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,06/10/2020,Jun-20,10822,NULL,NULL,NULL
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,12/18/2020,Dec-20,10822,10822,12/18/2020,Dec-20
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,10822,10822,06/02/2021,Jun-21
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,11/04/2020,Nov-20,10822,NULL,NULL,NULL
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,10822,10822,02/03/2021,Feb-21
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,07/13/2020,Jul-20,10822,NULL,NULL,NULL
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,10822,10822,05/03/2021,May-21
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,08/10/2020,Aug-20,10822,NULL,NULL,NULL
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Both Care & Treatment + PKV(MPI) uploaded,04/06/2021,Apr-21,10822,10822,04/06/2021,Apr-21
10822,Naromoru Health Centre,Kieni East,NYERI,CHS TEGEMEZA PLUS,CDC,Only Care & Treatment Uploaded,09/30/2020,Sep-20,10822,NULL,NULL,NULL
